* File name: D:\Documents and Settings\sicard\Mes documents\software\Dsch\Dsch35\dsch35 full\examples\spice\spiceinvdc.sch
DC transfer characteristic  Tue Sep 22 11:20:03  2009
--------------------------------------------------------------------------------
Index   sweep           v(2)            v(4)            
--------------------------------------------------------------------------------
88	 8.800000e-01	 8.800000e-01	 2.024518e-09	
89	 8.900000e-01	 8.900000e-01	 2.000952e-09	
90	 9.000000e-01	 9.000000e-01	 1.978041e-09	
91	 9.100000e-01	 9.100000e-01	 1.955758e-09	
92	 9.200000e-01	 9.200000e-01	 1.934077e-09	
93	 9.300000e-01	 9.300000e-01	 1.912974e-09	
94	 9.400000e-01	 9.400000e-01	 1.892427e-09	
95	 9.500000e-01	 9.500000e-01	 1.872413e-09	
96	 9.600000e-01	 9.600000e-01	 1.852912e-09	
97	 9.700000e-01	 9.700000e-01	 1.833905e-09	
98	 9.800000e-01	 9.800000e-01	 1.815374e-09	
99	 9.900000e-01	 9.900000e-01	 1.797299e-09	
100	 1.000000e+00	 1.000000e+00	 1.779666e-09	
